"IDSCENARIOS","IDYEARS","REGION_4LETTER","REGION_4LETTER","PM25_SELF","PM25_EXPORT","AP_CONTROL_COSTS_MEUR2015"
"Long-term Climate Action",2035,"FRAN","FRAN",2.291,4.74,9231
"Long-term Climate Action",2035,"GEOR","GEOR",6.262,0.265,194
"Long-term Climate Action",2035,"GERM","GERM",1.991,7.395,8753
"Long-term Climate Action",2035,"GREE","GREE",2.706,0.619,1048
"Long-term Climate Action",2035,"HUNG","HUNG",4.829,3.491,1608
"Long-term Climate Action",2035,"ICEL","ICEL",2.056,0.026,61
"Long-term Climate Action",2035,"INDI","INDI",27.727,33.534,79044
"Long-term Climate Action",2035,"INDO","INDO",18.777,1.628,9659
"Long-term Climate Action",2035,"IRAN","IRAN",23.258,1.794,5552
"Long-term Climate Action",2035,"IREL","IREL",0.754,0.194,972
"Long-term Climate Action",2035,"ISRA","ISRA",9.755,0.568,1353
"Long-term Climate Action",2035,"ITAL","ITAL",3.487,2.694,7990
"Long-term Climate Action",2035,"JAPA","JAPA",3.542,0.084,12368
"Long-term Climate Action",2035,"KAZA","KAZA",7.644,1.149,1032
"Long-term Climate Action",2035,"KENY","KENY",10.478,0.413,431
"Long-term Climate Action",2035,"KORN","KORN",4.334,0.826,30
"Long-term Climate Action",2035,"KORS","KORS",11.681,0.826,5638
"Long-term Climate Action",2035,"KYRG","KYRG",5.422,0.915,38
"Long-term Climate Action",2035,"LAOS","LAOS",1.204,0.204,298
"Long-term Climate Action",2035,"LATV","LATV",2.648,0.229,360
"Long-term Climate Action",2035,"LITH","LITH",1.772,0.524,814
"Long-term Climate Action",2035,"LUXE","LUXE",0.736,0.05,132
"Long-term Climate Action",2035,"MACE","MACE",7.73,0.422,449
"Long-term Climate Action",2035,"MALA","MALA",12.788,3.672,2128
"Long-term Climate Action",2035,"MALT","MALT",1.333,0,45
"Long-term Climate Action",2035,"MEXI","MEXI",8.622,0.043,6748
"Long-term Climate Action",2035,"MIDE","MIDE",8.999,3.94,5789
"Long-term Climate Action",2035,"MOLD","MOLD",2.563,0.205,407
"Long-term Climate Action",2035,"MONG","MONG",11.525,0.052,237
"Long-term Climate Action",2035,"MONT","MONT",11.946,0.165,162
"Long-term Climate Action",2035,"MYAN","MYAN",3.559,0.162,590
"Long-term Climate Action",2035,"NAFR","NAFR",10.327,0.374,1783
"Long-term Climate Action",2035,"NEPA","NEPA",24.296,1.038,416
"Long-term Climate Action",2035,"NETH","NETH",1.921,1.662,2646
"Long-term Climate Action",2035,"NIGE","NIGE",10.569,0.798,636
"Long-term Climate Action",2035,"NORW","NORW",0.728,0.124,1003
"Long-term Climate Action",2035,"NZEL","NZEL",0.911,0,795
"Long-term Climate Action",2035,"PAKI","PAKI",39.735,6.307,1232
"Long-term Climate Action",2035,"PARA","PARA",3.565,0.02,199
"Long-term Climate Action",2035,"PERU","PERU",10.017,0.155,629
"Long-term Climate Action",2035,"PHIL","PHIL",6.787,0.124,2511
"Long-term Climate Action",2035,"POLA","POLA",4.845,7.257,8235
"Long-term Climate Action",2035,"PORT","PORT",1.937,0.061,1177
"Long-term Climate Action",2035,"ROMA","ROMA",7.753,4.524,3707
"Long-term Climate Action",2035,"RSAF","RSAF",7.093,0.822,841
"Long-term Climate Action",2035,"RUSS","RUSS",4.399,4.1,7856
"Long-term Climate Action",2035,"SAAR","SAAR",3.592,0.643,4588
"Long-term Climate Action",2035,"SAFR","SAFR",4.712,0.153,2818
"Long-term Climate Action",2035,"SERB","SERB",9.902,4.74,1051
"Long-term Climate Action",2035,"SING","SING",14.938,0.335,1167
"Long-term Climate Action",2035,"SKRE","SKRE",2.337,1.131,632
"Long-term Climate Action",2035,"SLOV","SLOV",7.369,0.916,412
"Long-term Climate Action",2035,"SPAI","SPAI",2.41,0.797,6902
"Long-term Climate Action",2035,"SRIL","SRIL",8.591,0.013,223
"Long-term Climate Action",2035,"SWED","SWED",0.727,0.368,1104
"Long-term Climate Action",2035,"SWIT","SWIT",2.416,0.415,1387
"Long-term Climate Action",2035,"TAIW","TAIW",19.264,0.052,3786
"Long-term Climate Action",2035,"TAJI","TAJI",6.314,0.561,45
"Long-term Climate Action",2035,"TANZ","TANZ",9.207,0.579,471
"Long-term Climate Action",2035,"THAI","THAI",6.837,1.025,6670
"Long-term Climate Action",2035,"TKME","TKME",4.365,0.344,29
"Long-term Climate Action",2035,"TURK","TURK",7.903,3.636,7147
"Long-term Climate Action",2035,"UKRA","UKRA",3.274,4.404,2393
"Long-term Climate Action",2035,"UNKI","UNKI",2.356,2.885,6500
"Long-term Climate Action",2035,"URUG","URUG",3.027,0.174,131
"Long-term Climate Action",2035,"USAM","USAM",4.314,1.455,88544
"Long-term Climate Action",2035,"UZBE","UZBE",4.728,3.394,398
"Long-term Climate Action",2035,"VENE","VENE",5.659,0.138,1126
"Long-term Climate Action",2035,"VIET","VIET",13.632,3.165,5926
"Long-term Climate Action",2035,"WAFR","WAFR",10.669,0.442,1594
"Baseline",2040,"AFGH","AFGH",40.744,1.848,447
"Baseline",2040,"ALBA","ALBA",8.983,0.477,678
"Baseline",2040,"ARGE","ARGE",3.16,0.33,3716
"Baseline",2040,"ARME","ARME",10.643,0.431,38
"Baseline",2040,"AUST","AUST",1.207,1.074,1300
"Baseline",2040,"AUTR","AUTR",1.213,0,3649
"Baseline",2040,"AZER","AZER",4.323,1.024,392
"Baseline",2040,"BANG","BANG",34.164,1.414,455
"Baseline",2040,"BELA","BELA",4.196,1.176,645
"Baseline",2040,"BELG","BELG",1.753,1.507,1420
"Baseline",2040,"BHUT","BHUT",2.478,0.158,29
"Baseline",2040,"BOHE","BOHE",10.295,2.132,1008
"Baseline",2040,"BOLV","BOLV",3.271,0.004,396
"Baseline",2040,"BRAZ","BRAZ",6.757,1.544,17174
"Baseline",2040,"BRUN","BRUN",1.955,0.004,78
"Baseline",2040,"BULG","BULG",3.485,1.134,818
"Baseline",2040,"CAMB","CAMB",3.769,0.155,578
"Baseline",2040,"CANA","CANA",4.68,0.173,11898
"Baseline",2040,"CARB","CARB",3.796,0.141,823
"Baseline",2040,"CEAM","CEAM",6.427,0.018,1360
"Baseline",2040,"CHIL","CHIL",14.353,0.153,2022
"Baseline",2040,"CHIN","CHIN",18.467,13.841,265732
"Baseline",2040,"COLO","COLO",6.006,0.02,2730
"Baseline",2040,"CROA","CROA",2.19,1.201,385
"Baseline",2040,"CYPR","CYPR",0.61,0.002,83
"Baseline",2040,"CZRE","CZRE",3.396,2.323,1873
"Baseline",2040,"DENM","DENM",0.89,0.43,999
"Baseline",2040,"EAFR","EAFR",12.796,0.893,2372
"Baseline",2040,"ECUA","ECUA",3.892,0.007,1325
"Baseline",2040,"EGYP","EGYP",17.359,1.827,1549
"Baseline",2040,"ESTO","ESTO",1.16,0.067,188
"Baseline",2040,"FINL","FINL",0.589,0.132,1083
"Baseline",2040,"FRAN","FRAN",2.156,3.936,6754
"Baseline",2040,"GEOR","GEOR",9.765,0.371,236
"Baseline",2040,"GERM","GERM",1.758,6.367,6479
"Baseline",2040,"GREE","GREE",2.38,0.472,683
"Baseline",2040,"HUNG","HUNG",3.726,3.045,1315
"Baseline",2040,"ICEL","ICEL",1.742,0.024,55
"Baseline",2040,"INDI","INDI",35.035,40.728,106455
"Baseline",2040,"INDO","INDO",19.332,1.548,9838
"Baseline",2040,"IRAN","IRAN",30.982,2.788,6953
"Baseline",2040,"IREL","IREL",0.706,0.182,764
"Baseline",2040,"ISRA","ISRA",10.489,0.624,1728
"Baseline",2040,"ITAL","ITAL",2.915,2.268,5034
"Baseline",2040,"JAPA","JAPA",2.869,0.047,9508
"Baseline",2040,"KAZA","KAZA",6.54,0.941,868
"Baseline",2040,"KENY","KENY",13.361,0.503,647
"Baseline",2040,"KORN","KORN",4.835,1.006,37
"Baseline",2040,"KORS","KORS",13.289,0.983,5463
"Baseline",2040,"KYRG","KYRG",5.442,0.916,37
"Baseline",2040,"LAOS","LAOS",1.27,0.246,428
"Baseline",2040,"LATV","LATV",2.091,0.214,316
"Baseline",2040,"LITH","LITH",1.469,0.498,678
"Baseline",2040,"LUXE","LUXE",0.589,0.045,79
"Baseline",2040,"MACE","MACE",7.19,0.397,561
"Baseline",2040,"MALA","MALA",12.73,3.651,2217
"Baseline",2040,"MALT","MALT",1.354,0,34
"Baseline",2040,"MEXI","MEXI",10.248,0.047,8762
"Baseline",2040,"MIDE","MIDE",10.916,3.816,8108
"Baseline",2040,"MOLD","MOLD",7.382,0.464,557
"Baseline",2040,"MONG","MONG",22.806,0.088,508
"Baseline",2040,"MONT","MONT",10.675,0.151,254
"Baseline",2040,"MYAN","MYAN",3.317,0.155,620
"Baseline",2040,"NAFR","NAFR",13.354,0.47,2378
"Baseline",2040,"NEPA","NEPA",33.302,1.297,578
"Baseline",2040,"NETH","NETH",1.829,1.414,1968
"Baseline",2040,"NIGE","NIGE",13.256,1.056,987
"Baseline",2040,"NORW","NORW",0.675,0.091,1095
"Baseline",2040,"NZEL","NZEL",0.803,0,687
"Baseline",2040,"PAKI","PAKI",52.183,9.185,1877
"Baseline",2040,"PARA","PARA",3.995,0.02,255
"Baseline",2040,"PERU","PERU",11.839,0.166,799
"Baseline",2040,"PHIL","PHIL",6.83,0.099,2706
"Baseline",2040,"POLA","POLA",3.651,5.861,6859
"Baseline",2040,"PORT","PORT",1.907,0.056,838
"Baseline",2040,"ROMA","ROMA",5.71,3.771,3065
"Baseline",2040,"RSAF","RSAF",8.949,1.048,1289
"Baseline",2040,"RUSS","RUSS",4.075,3.62,7365
"Baseline",2040,"SAAR","SAAR",5.577,1.099,6782
"Baseline",2040,"SAFR","SAFR",16.039,0.566,9674
"Baseline",2040,"SERB","SERB",9.615,5.086,1180
"Baseline",2040,"SING","SING",13.143,0.3,1200
"Baseline",2040,"SKRE","SKRE",1.967,1.021,608
"Baseline",2040,"SLOV","SLOV",5.347,0.697,292
"Baseline",2040,"SPAI","SPAI",2.151,0.731,4859
"Baseline",2040,"SRIL","SRIL",9.582,0.018,282
"Baseline",2040,"SWED","SWED",0.78,0.413,885
"Baseline",2040,"SWIT","SWIT",2.366,0.392,1408
"Baseline",2040,"TAIW","TAIW",21.536,0.058,4193
"Baseline",2040,"TAJI","TAJI",6.389,0.539,43
"Baseline",2040,"TANZ","TANZ",11.458,0.687,671
"Baseline",2040,"THAI","THAI",7.353,1.042,6755
"Baseline",2040,"TKME","TKME",4.632,0.32,29
"Baseline",2040,"TURK","TURK",8.188,3.38,8782
"Baseline",2040,"UKRA","UKRA",5.328,4.806,2765
"Baseline",2040,"UNKI","UNKI",2.156,2.554,5190
"Baseline",2040,"URUG","URUG",3.68,0.186,169
"Baseline",2040,"USAM","USAM",3.941,1.305,77103
"Baseline",2040,"UZBE","UZBE",4.528,3.231,431
"Baseline",2040,"VENE","VENE",7.459,0.178,1517
"Baseline",2040,"VIET","VIET",20.012,4.247,9737
"Baseline",2040,"WAFR","WAFR",13.184,0.512,2196
"Delayed Action",2040,"AFGH","AFGH",20.823,0.842,NA
"Delayed Action",2040,"ALBA","ALBA",6.151,0.298,NA
"Delayed Action",2040,"ARGE","ARGE",2.118,0.181,NA
"Delayed Action",2040,"ARME","ARME",3.331,0.135,NA
"Delayed Action",2040,"AUST","AUST",1.011,0.783,NA
"Delayed Action",2040,"AUTR","AUTR",0.771,0,NA
"Delayed Action",2040,"AZER","AZER",2.275,0.605,NA
"Delayed Action",2040,"BANG","BANG",16.663,0.572,NA
"Delayed Action",2040,"BELA","BELA",1.558,0.553,NA
"Delayed Action",2040,"BELG","BELG",1.248,1.055,NA
"Delayed Action",2040,"BHUT","BHUT",1.47,0.078,NA
"Delayed Action",2040,"BOHE","BOHE",5.721,1.18,NA
"Delayed Action",2040,"BOLV","BOLV",1.981,0.002,NA
"Delayed Action",2040,"BRAZ","BRAZ",3.489,0.637,NA
"Delayed Action",2040,"BRUN","BRUN",0.882,0.002,NA
"Delayed Action",2040,"BULG","BULG",1.543,0.429,NA
"Delayed Action",2040,"CAMB","CAMB",1.358,0.054,NA
"Delayed Action",2040,"CANA","CANA",2.294,0.103,NA
"Delayed Action",2040,"CARB","CARB",2.1,0.076,NA
"Delayed Action",2040,"CEAM","CEAM",3.565,0.009,NA
"Delayed Action",2040,"CHIL","CHIL",5.583,0.077,NA
"Delayed Action",2040,"CHIN","CHIN",9.61,6.824,NA
"Delayed Action",2040,"COLO","COLO",3.847,0.009,NA
"Delayed Action",2040,"CROA","CROA",1.07,0.565,NA
"Delayed Action",2040,"CYPR","CYPR",0.465,0.001,NA
"Delayed Action",2040,"CZRE","CZRE",1.837,1.242,NA
"Delayed Action",2040,"DENM","DENM",0.57,0.249,NA
"Delayed Action",2040,"EAFR","EAFR",8.78,0.603,NA
"Delayed Action",2040,"ECUA","ECUA",2.385,0.003,NA
"Delayed Action",2040,"EGYP","EGYP",8.886,0.906,NA
"Delayed Action",2040,"ESTO","ESTO",0.643,0.032,NA
"Delayed Action",2040,"FINL","FINL",0.51,0.09,NA
"Delayed Action",2040,"FRAN","FRAN",1.705,2.747,NA
"Delayed Action",2040,"GEOR","GEOR",3.07,0.115,NA
"Delayed Action",2040,"GERM","GERM",1.289,4.353,NA
"Delayed Action",2040,"GREE","GREE",1.791,0.262,NA
"Delayed Action",2040,"HUNG","HUNG",2.2,1.702,NA
"Delayed Action",2040,"ICEL","ICEL",1.633,0.022,NA
"Delayed Action",2040,"INDI","INDI",16.658,20.144,NA
"Delayed Action",2040,"INDO","INDO",7.166,0.559,NA
"Delayed Action",2040,"IRAN","IRAN",7.053,0.572,NA
"Delayed Action",2040,"IREL","IREL",0.589,0.135,NA
"Delayed Action",2040,"ISRA","ISRA",4.136,0.231,NA
"Delayed Action",2040,"ITAL","ITAL",2.207,1.508,NA
"Delayed Action",2040,"JAPA","JAPA",1.971,0.035,NA
"Delayed Action",2040,"KAZA","KAZA",5.003,0.627,NA
"Delayed Action",2040,"KENY","KENY",8.832,0.331,NA
"Delayed Action",2040,"KORN","KORN",1.128,0.223,NA
"Delayed Action",2040,"KORS","KORS",7.149,0.5,NA
"Delayed Action",2040,"KYRG","KYRG",3.006,0.511,NA
"Delayed Action",2040,"LAOS","LAOS",0.427,0.064,NA
"Delayed Action",2040,"LATV","LATV",0.868,0.104,NA
"Delayed Action",2040,"LITH","LITH",0.667,0.217,NA
"Delayed Action",2040,"LUXE","LUXE",0.424,0.024,NA
"Delayed Action",2040,"MACE","MACE",5.408,0.284,NA
"Delayed Action",2040,"MALA","MALA",4.066,1.709,NA
"Delayed Action",2040,"MALT","MALT",0.91,0,NA
"Delayed Action",2040,"MEXI","MEXI",5.173,0.022,NA
"Delayed Action",2040,"MIDE","MIDE",3.205,1.343,NA
"Delayed Action",2040,"MOLD","MOLD",0.882,0.08,NA
"Delayed Action",2040,"MONG","MONG",3.88,0.015,NA
"Delayed Action",2040,"MONT","MONT",6.23,0.113,NA
"Delayed Action",2040,"MYAN","MYAN",1.071,0.046,NA
"Delayed Action",2040,"NAFR","NAFR",8.884,0.313,NA
"Delayed Action",2040,"NEPA","NEPA",17.052,0.663,NA
"Delayed Action",2040,"NETH","NETH",1.57,1.307,NA
"Delayed Action",2040,"NIGE","NIGE",8.905,0.679,NA
"Delayed Action",2040,"NORW","NORW",0.438,0.06,NA
"Delayed Action",2040,"NZEL","NZEL",0.487,0,NA
"Delayed Action",2040,"PAKI","PAKI",20.361,3.318,NA
"Delayed Action",2040,"PARA","PARA",2.368,0.012,NA
"Delayed Action",2040,"PERU","PERU",7.092,0.074,NA
"Delayed Action",2040,"PHIL","PHIL",2.397,0.031,NA
"Delayed Action",2040,"POLA","POLA",1.796,2.953,NA
"Delayed Action",2040,"PORT","PORT",1.346,0.031,NA
"Delayed Action",2040,"ROMA","ROMA",3.122,1.748,NA
"Delayed Action",2040,"RSAF","RSAF",6.245,0.673,NA
"Delayed Action",2040,"RUSS","RUSS",2.178,1.773,NA
"Delayed Action",2040,"SAAR","SAAR",1.163,0.26,NA
"Delayed Action",2040,"SAFR","SAFR",3.981,0.118,NA
"Delayed Action",2040,"SERB","SERB",5.823,2.501,NA
"Delayed Action",2040,"SING","SING",4.128,0.095,NA
"Delayed Action",2040,"SKRE","SKRE",1.126,0.522,NA
"Delayed Action",2040,"SLOV","SLOV",1.959,0.299,NA
"Delayed Action",2040,"SPAI","SPAI",1.594,0.488,NA
"Delayed Action",2040,"SRIL","SRIL",4.476,0.008,NA
"Delayed Action",2040,"SWED","SWED",0.605,0.248,NA
"Delayed Action",2040,"SWIT","SWIT",1.978,0.341,NA
"Delayed Action",2040,"TAIW","TAIW",11.046,0.031,NA
"Delayed Action",2040,"TAJI","TAJI",3.469,0.342,NA
"Delayed Action",2040,"TANZ","TANZ",8.051,0.473,NA
"Delayed Action",2040,"THAI","THAI",2.662,0.397,NA
"Delayed Action",2040,"TKME","TKME",2.364,0.178,NA
"Delayed Action",2040,"TURK","TURK",4.661,1.788,NA
"Delayed Action",2040,"UKRA","UKRA",1.496,1.779,NA
"Delayed Action",2040,"UNKI","UNKI",1.452,1.542,NA
"Delayed Action",2040,"URUG","URUG",2.161,0.093,NA
"Delayed Action",2040,"USAM","USAM",2.54,0.779,NA
"Delayed Action",2040,"UZBE","UZBE",2.954,2.005,NA
"Delayed Action",2040,"VENE","VENE",4.129,0.104,NA
"Delayed Action",2040,"VIET","VIET",6.269,0.989,NA
"Delayed Action",2040,"WAFR","WAFR",9.216,0.352,NA
"Integrated Action",2040,"AFGH","AFGH",9.104,0.424,2616
"Integrated Action",2040,"ALBA","ALBA",5.017,0.251,724
"Integrated Action",2040,"ARGE","ARGE",1.571,0.13,5475
"Integrated Action",2040,"ARME","ARME",2.052,0.113,98
"Integrated Action",2040,"AUST","AUST",0.976,0.748,1408
"Integrated Action",2040,"AUTR","AUTR",0.748,0,4864
"Integrated Action",2040,"AZER","AZER",1.593,0.545,531
"Integrated Action",2040,"BANG","BANG",10.07,0.4,4613
"Integrated Action",2040,"BELA","BELA",1.016,0.445,753
"Integrated Action",2040,"BELG","BELG",1.24,1.035,1459
"Integrated Action",2040,"BHUT","BHUT",0.853,0.032,275
"Integrated Action",2040,"BOHE","BOHE",5.213,0.943,1229
"Integrated Action",2040,"BOLV","BOLV",1.305,0.001,876
"Integrated Action",2040,"BRAZ","BRAZ",2.287,0.451,17117
"Integrated Action",2040,"BRUN","BRUN",0.808,0.002,144
"Integrated Action",2040,"BULG","BULG",1.455,0.406,952
"Integrated Action",2040,"CAMB","CAMB",1.252,0.049,654
"Integrated Action",2040,"CANA","CANA",2.25,0.102,19683
"Integrated Action",2040,"CARB","CARB",1.184,0.048,2023
"Integrated Action",2040,"CEAM","CEAM",1.879,0.005,2771
"Integrated Action",2040,"CHIL","CHIL",4.648,0.069,2879
"Integrated Action",2040,"CHIN","CHIN",9.147,6.578,195040
"Integrated Action",2040,"COLO","COLO",2.662,0.006,2982
"Integrated Action",2040,"CROA","CROA",1.065,0.545,448
"Integrated Action",2040,"CYPR","CYPR",0.441,0.001,107
"Integrated Action",2040,"CZRE","CZRE",1.818,1.188,1967
"Integrated Action",2040,"DENM","DENM",0.552,0.243,949
"Integrated Action",2040,"EAFR","EAFR",2.874,0.185,7778
"Integrated Action",2040,"ECUA","ECUA",1.55,0.002,1506
"Integrated Action",2040,"EGYP","EGYP",3.968,0.476,4436
"Integrated Action",2040,"ESTO","ESTO",0.636,0.031,255
"Integrated Action",2040,"FINL","FINL",0.493,0.088,1215
"Integrated Action",2040,"FRAN","FRAN",1.673,2.683,8070
"Integrated Action",2040,"GEOR","GEOR",1.662,0.085,255
"Integrated Action",2040,"GERM","GERM",1.261,4.248,7044
"Integrated Action",2040,"GREE","GREE",1.746,0.251,1027
"Integrated Action",2040,"HUNG","HUNG",2.15,1.629,1571
"Integrated Action",2040,"ICEL","ICEL",1.629,0.022,66
"Integrated Action",2040,"INDI","INDI",12.44,15.136,112792
"Integrated Action",2040,"INDO","INDO",6.801,0.533,15194
"Integrated Action",2040,"IRAN","IRAN",6.492,0.537,11569
"Integrated Action",2040,"IREL","IREL",0.57,0.133,757
"Integrated Action",2040,"ISRA","ISRA",4.006,0.213,1192
"Integrated Action",2040,"ITAL","ITAL",2.176,1.46,6590
"Integrated Action",2040,"JAPA","JAPA",1.953,0.035,9807
"Integrated Action",2040,"KAZA","KAZA",4.125,0.558,1282
"Integrated Action",2040,"KENY","KENY",2.845,0.127,1964
"Integrated Action",2040,"KORN","KORN",1.024,0.205,567
"Integrated Action",2040,"KORS","KORS",7.22,0.504,6429
"Integrated Action",2040,"KYRG","KYRG",2.271,0.426,133
"Integrated Action",2040,"LAOS","LAOS",0.401,0.059,627
"Integrated Action",2040,"LATV","LATV",0.855,0.099,343
"Integrated Action",2040,"LITH","LITH",0.647,0.203,657
"Integrated Action",2040,"LUXE","LUXE",0.414,0.022,81
"Integrated Action",2040,"MACE","MACE",4.551,0.236,623
"Integrated Action",2040,"MALA","MALA",3.857,1.651,5312
"Integrated Action",2040,"MALT","MALT",0.899,0,43
"Integrated Action",2040,"MEXI","MEXI",3.616,0.016,9069
"Integrated Action",2040,"MIDE","MIDE",2.727,1.186,10605
"Integrated Action",2040,"MOLD","MOLD",0.664,0.058,436
"Integrated Action",2040,"MONG","MONG",3.35,0.014,480
"Integrated Action",2040,"MONT","MONT",5.466,0.076,277
"Integrated Action",2040,"MYAN","MYAN",1.032,0.043,1608
"Integrated Action",2040,"NAFR","NAFR",2.898,0.116,8282
"Integrated Action",2040,"NEPA","NEPA",8.685,0.382,1717
"Integrated Action",2040,"NETH","NETH",1.555,1.296,2171
"Integrated Action",2040,"NIGE","NIGE",3.386,0.334,4292
"Integrated Action",2040,"NORW","NORW",0.446,0.063,1157
"Integrated Action",2040,"NZEL","NZEL",0.447,0,780
"Integrated Action",2040,"PAKI","PAKI",12.323,2.194,8700
"Integrated Action",2040,"PARA","PARA",1.305,0.007,649
"Integrated Action",2040,"PERU","PERU",4.214,0.055,2118
"Integrated Action",2040,"PHIL","PHIL",2.32,0.031,3859
"Integrated Action",2040,"POLA","POLA",1.699,2.751,7744
"Integrated Action",2040,"PORT","PORT",1.306,0.031,1035
"Integrated Action",2040,"ROMA","ROMA",3.068,1.682,3308
"Integrated Action",2040,"RSAF","RSAF",2.115,0.244,4693
"Integrated Action",2040,"RUSS","RUSS",1.82,1.333,12041
"Integrated Action",2040,"SAAR","SAAR",0.967,0.224,7282
"Integrated Action",2040,"SAFR","SAFR",2.28,0.084,6084
"Integrated Action",2040,"SERB","SERB",5.202,1.999,1514
"Integrated Action",2040,"SING","SING",4.027,0.094,1124
"Integrated Action",2040,"SKRE","SKRE",1.117,0.492,731
"Integrated Action",2040,"SLOV","SLOV",1.977,0.288,367
"Integrated Action",2040,"SPAI","SPAI",1.554,0.482,5601
"Integrated Action",2040,"SRIL","SRIL",2.426,0.005,936
"Integrated Action",2040,"SWED","SWED",0.598,0.247,899
"Integrated Action",2040,"SWIT","SWIT",1.859,0.321,1221
"Integrated Action",2040,"TAIW","TAIW",9.976,0.029,4656
"Integrated Action",2040,"TAJI","TAJI",1.832,0.271,156
"Integrated Action",2040,"TANZ","TANZ",2.74,0.173,2112
"Integrated Action",2040,"THAI","THAI",2.636,0.383,8577
"Integrated Action",2040,"TKME","TKME",1.096,0.108,442
"Integrated Action",2040,"TURK","TURK",4.184,1.625,9554
"Integrated Action",2040,"UKRA","UKRA",1.266,1.518,3329
"Integrated Action",2040,"UNKI","UNKI",1.461,1.557,5641
"Integrated Action",2040,"URUG","URUG",1.119,0.052,367
"Integrated Action",2040,"USAM","USAM",2.481,0.768,85007
"Integrated Action",2040,"UZBE","UZBE",2.56,1.81,1039
"Integrated Action",2040,"VENE","VENE",2.511,0.072,3376
"Integrated Action",2040,"VIET","VIET",5.521,0.866,6948
"Integrated Action",2040,"WAFR","WAFR",3.181,0.108,9284
"Long-term Climate Action",2040,"AFGH","AFGH",34.568,1.374,335
"Long-term Climate Action",2040,"ALBA","ALBA",8.835,0.467,621
"Long-term Climate Action",2040,"ARGE","ARGE",2.822,0.295,3093
"Long-term Climate Action",2040,"ARME","ARME",4.761,0.219,29
"Long-term Climate Action",2040,"AUST","AUST",1.238,1.073,1245
"Long-term Climate Action",2040,"AUTR","AUTR",1.222,0,3567
"Long-term Climate Action",2040,"AZER","AZER",3.395,0.978,305
"Long-term Climate Action",2040,"BANG","BANG",31.155,1.011,370
"Long-term Climate Action",2040,"BELA","BELA",2.404,0.937,276
"Long-term Climate Action",2040,"BELG","BELG",1.809,1.598,1478
"Long-term Climate Action",2040,"BHUT","BHUT",1.918,0.117,23
"Long-term Climate Action",2040,"BOHE","BOHE",10.103,1.941,897
"Long-term Climate Action",2040,"BOLV","BOLV",2.827,0.003,357
"Long-term Climate Action",2040,"BRAZ","BRAZ",5.47,1.132,13079
"Long-term Climate Action",2040,"BRUN","BRUN",1.851,0.004,74
"Long-term Climate Action",2040,"BULG","BULG",3.054,1.067,777
"Long-term Climate Action",2040,"CAMB","CAMB",3.232,0.123,464
"Long-term Climate Action",2040,"CANA","CANA",4.653,0.178,13670
"Long-term Climate Action",2040,"CARB","CARB",3.4,0.129,712
"Long-term Climate Action",2040,"CEAM","CEAM",5.779,0.016,1197
"Long-term Climate Action",2040,"CHIL","CHIL",12.497,0.134,1592
"Long-term Climate Action",2040,"CHIN","CHIN",15.682,11.275,156963
"Long-term Climate Action",2040,"COLO","COLO",5.316,0.018,2160
"Long-term Climate Action",2040,"CROA","CROA",1.799,1.094,358
"Long-term Climate Action",2040,"CYPR","CYPR",0.595,0.002,79
"Long-term Climate Action",2040,"CZRE","CZRE",2.657,2.014,1736
"Long-term Climate Action",2040,"DENM","DENM",0.878,0.431,1042
"Long-term Climate Action",2040,"EAFR","EAFR",11.322,0.787,1788
"Long-term Climate Action",2040,"ECUA","ECUA",3.309,0.005,1024
"Long-term Climate Action",2040,"EGYP","EGYP",14.633,1.567,1170
"Long-term Climate Action",2040,"ESTO","ESTO",0.988,0.06,169
"Long-term Climate Action",2040,"FINL","FINL",0.557,0.128,1010
"Long-term Climate Action",2040,"FRAN","FRAN",2.149,4.183,6983
"Long-term Climate Action",2040,"GEOR","GEOR",4.287,0.225,177
"Long-term Climate Action",2040,"GERM","GERM",1.844,6.807,6526
"Long-term Climate Action",2040,"GREE","GREE",2.352,0.467,605
"Long-term Climate Action",2040,"HUNG","HUNG",3.039,2.693,1232
"Long-term Climate Action",2040,"ICEL","ICEL",1.922,0.025,62
"Long-term Climate Action",2040,"INDI","INDI",26.185,31.025,84644
"Long-term Climate Action",2040,"INDO","INDO",18.373,1.477,9024
"Long-term Climate Action",2040,"IRAN","IRAN",23.46,1.653,5733
"Long-term Climate Action",2040,"IREL","IREL",0.695,0.179,744
"Long-term Climate Action",2040,"ISRA","ISRA",9.51,0.489,1025
"Long-term Climate Action",2040,"ITAL","ITAL",3.015,2.353,5515
"Long-term Climate Action",2040,"JAPA","JAPA",3.005,0.052,9144
"Long-term Climate Action",2040,"KAZA","KAZA",5.988,0.925,722
"Long-term Climate Action",2040,"KENY","KENY",11.251,0.429,494
"Long-term Climate Action",2040,"KORN","KORN",3.624,0.684,24
"Long-term Climate Action",2040,"KORS","KORS",12.46,0.904,5334
"Long-term Climate Action",2040,"KYRG","KYRG",4.784,0.858,37
"Long-term Climate Action",2040,"LAOS","LAOS",1.062,0.174,343
"Long-term Climate Action",2040,"LATV","LATV",1.573,0.181,282
"Long-term Climate Action",2040,"LITH","LITH",1.236,0.472,629
"Long-term Climate Action",2040,"LUXE","LUXE",0.574,0.043,73
"Long-term Climate Action",2040,"MACE","MACE",7.155,0.388,523
"Long-term Climate Action",2040,"MALA","MALA",12.117,3.374,2004
"Long-term Climate Action",2040,"MALT","MALT",1.339,0,30
